1475331927,"f6697c50a4f67b3a48d74641269e13511533a07bdd081fe8dd539db72bad9b78","89.100.20.66",191,"1Lh8Gs1LAHPJVWh8LiLfnoADUg2iEeoCjG",452000,"1BKFMjVFcgg3vxedp6GzJnh4CJiPp5d879",442000,,;
1475331928,"1985a365f92ca9e351cf8db16e5d81b191c5d21df1f0180697046d632c2b7fb9","51.255.230.17",226,"1Nm5c1ihQsWBzLK1XWtxWjTmAb8FoZYfwg",3702541315,"1NaYgk55Pv4cwL7adhHBSK5ninrYTF3sWk",6178175,"1Jxu5Rnrp3czZzYSJhj1tpdRtVzUUofsuQ",3696345060;
1475331928,"56ed60855bc9bf76169de2cb3ac82a85627078479585da009f851b8e7bd924fc","51.255.230.17",225,"1NNxbKEdm5VXc8fvKr2LbF3cefbTjeyWth",196657167,"1Hg2QphtxJYXKtTtYcyMCWRJsjFv2mLAPB",17000000,"1N8FFhjL38kS582weZ1r7SZzSG8VSV8Te3",179654334;
1475331928,"6c2ea0d6e2608cc87f8e37e6ff591a2250d03c3ac4ac9f75095a5b7e1951a3f6","46.183.216.215",226,"15VUSFbhuv4ESkjwKt73vc2rwpRLABxPGF",14848898,"1KR1ACPXVphW6C9u5bTNK1RxcMJuFWNrDo",679061,"19ZQLptngQA9iGQZEuChokSshsTjQVq4ki",14164657;
1475331928,"9fd21e08b2ec3bc413f466d469a4a98a17f9bc22bec7b9becb853a6fb88e6fad","127.0.0.1",192,"1GfQ7QYsvh6X2xXmjMRc6tWTbCYMQDGe68",3236000,"1D2emYP3krjs8ThPkAsHj9FwbMQCGpmokD",3220000,,;
1475331929,"012d615e41c9b81111a13b79ba406fb65520fc5f2c01a4d6a70558f84f651093","127.0.0.1",226,"1A2HHirdePkyuZzMWzQE9zQx82NjGrm9Kw",2016198,"1Nkgpb6CFQHEp5kw6T2yrboawX7h892ULL",700000,"1A2HHirdePkyuZzMWzQE9zQx82NjGrm9Kw",1303768;
1475331929,"a20f38e748cebdeb46f733ec9c325026cb7a7185d0416dee81f799de32a28360","148.251.191.101",225,"1MEe2mebed8wopvy8xyjjHcEQHUPVJn2UC",939710000,"1L5neEpEnoZHX2whPrRCZxG9D63Yx6vPa9",32780000,"12ucu9bHLe2w2ahjibVtp3xmdcGkgUmX4A",906900000;
1475331929,"c6da045dc71d8280fdc76d9e8af7907be6305b3f666ccf997756cd3d7b6ba74b","127.0.0.1",225,"15atyHknNTqGQyk63evtrpZdPKgTiKvuii",165289529,"1Hh55URpWReDQiahv5UCCuBT28Tg6cUAiS",81771000,"1457csWv91n9Sb8ep81pdXpeDHXaCdwUMt",83506099;
1475331929,"f88098363ffb702171151a377e1d8e3982d8b28d758947c2650fc9b3335283ab","127.0.0.1",192,"19CseJPJWcV9HD5znLoBYTbqnCkQrZrowJ",28091071,"123271f1PjwJhxQx4Q5SkqXEjaBtAEyW5c",28078641,,;
1475331930,"1d66cdcc956aa90eae2ae9c096b4ab14d3912ed24e4e9c834bef1954fb402541","138.201.91.29",225,"12iExA46PAsT3QTm5MFaDxE1iFmufQo7YT",3500000000,"13z5o2NkftMqctjPAebyV6UMWGmNeHiVhu",3473855487,"1M2iMiua1B1Hh9rwPAaYvj6r2hWQzaAN25",26131408;
1475331931,"2d38184d45c839c1ebd9a6b144c6ec0a777a188d60fe5d5cfb3f9ca4e3cf7706","148.251.22.140",226,"1HvKCgtjGzW81nVinGio8uqFiFZXyGzcSt",12737007,"1AAEmLLYynnvWQzYRaBVYtfrFkcFzN4Liq",11925280,"18bGLE9tAeP6WsC8aDpw7mwHdTEbVDks8D",798621;
1475331931,"70d93c851b7a31fd60ffa82fb4082239f371923d371789bd00b81b583e1cb5d5","81.171.38.130",669,"3CD1QW6fjgTwKq3Pj97nty28WZAVkziNom",492328262,"1AdN24P9fAgk7jujY56uK1AxcZFGpvxUVb",382000000,"3CD1QW6fjgTwKq3Pj97nty28WZAVkziNom",110289893;
1475331931,"adfbaba21ec01598cac85bafecfef7ad44e181c4ad5376aba8484c76be62ef20","127.0.0.1",226,"12SvbS624c1b291c3vHoYsJzPE7gnSHBvB",8533574,"12SvbS624c1b291c3vHoYsJzPE7gnSHBvB",1171565,"1Q47vTY6LFqyteS9yvcJ1d7Gaeuft6NFeD",7349579;
1475331932,"4f0d289cceb9421eda6176106138345cddcdb74c531e56520a9f4550aafc325f","51.255.230.17",226,"1PPxxmMXCniQn6BacxkWJHLEQpSu7CekNL",6127660,"1737YZEX7vB3bdjTCmSWkfirga6hz1hPM8",666000,"1HWLDs8kngMPtTf5SrrSrRH7aRrvoAbyvd",5448551;
